Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
1705591980.0877542,178756,1705591980,87541918,optitrack_world,0.41971301112624704,0.08565759258862063,-0.12148390938240111,0.19990535256604958,0.6890824988223138,-0.6784461537583945,0.15784161771434158
1705591980.097922,178757,1705591980,97735722,optitrack_world,0.4188416693885535,0.08591808182027988,-0.12185072260048518,0.20025846003513323,0.6893026060471561,-0.67854938707062,0.15597819010054645
1705591980.1080549,178758,1705591980,107871235,optitrack_world,0.4188416693885535,0.08591808182027988,-0.12185072260048518,0.20025846003513323,0.6893026060471561,-0.67854938707062,0.15597819010054645
1705591980.1183002,178759,1705591980,118007896,optitrack_world,0.4185279789106699,0.08556219105517315,-0.12240922896371569,0.19921519938196836,0.6907601124549263,-0.6774420939502416,0.15567909532359314
1705591980.1283388,178760,1705591980,128141514,optitrack_world,0.4185279789106699,0.08556219105517315,-0.12240922896371569,0.19921519938196836,0.6907601124549263,-0.6774420939502416,0.15567909532359314
1705591980.1386595,178761,1705591980,138326493,optitrack_world,0.418254965860941,0.08556965321626753,-0.12256214888359682,0.19921909362700108,0.6905586755806827,-0.6776267828169097,0.1557639609277267
1705591980.1488466,178762,1705591980,148512623,optitrack_world,0.4177800532316737,0.08587311666583743,-0.1221388535460568,0.1973648983305314,0.6872706186417382,-0.6816292419129726,0.15520235252059775
1705591980.1589298,178763,1705591980,158695957,optitrack_world,0.4177123609194841,0.08572620787320559,-0.12241648017205364,0.19653793297394886,0.6883827047295846,-0.6808898362685751,0.1545675373345326
1705591980.1691704,178764,1705591980,168876726,optitrack_world,0.41851767225874714,0.08540337498807211,-0.12266486697741726,0.19311000803259956,0.6900398909464812,-0.6792927343099355,0.1584766696203235
1705591980.1793685,178765,1705591980,179063577,optitrack_world,0.41732518839281013,0.08572921821006085,-0.12271398911293624,0.1966885955625281,0.6883722739287297,-0.6811113069217815,0.15344248578908368
1705591980.1895683,178766,1705591980,189248615,optitrack_world,0.4181826962777511,0.08544239698575536,-0.12283749580094332,0.19329653634165442,0.6895316700721933,-0.6797771279679752,0.1583842836186173
1705591980.1996663,178767,1705591980,199430899,optitrack_world,0.4180092797658322,0.08545435628162536,-0.12291646897867095,0.19348377650222082,0.6894273480397459,-0.6798922258259311,0.15811553139012874
1705591980.2098584,178768,1705591980,209611155,optitrack_world,0.41793967883918465,0.08545035398974413,-0.12299151309744619,0.19321310023933813,0.6894653437843231,-0.6798746989448672,0.15835602720103475
1705591980.2199848,178769,1705591980,219751865,optitrack_world,0.4179194445346949,0.08536591584880905,-0.12311447706550811,0.19273149546499313,0.6898259636656858,-0.6795508400883982,0.1587619798430584
1705591980.230238,178770,1705591980,229932477,optitrack_world,0.41785423156149915,0.08534367238417216,-0.12319697182647076,0.19267747458845566,0.6899380673227103,-0.6795210221097743,0.15846777134832846
1705591980.2403588,178771,1705591980,240115444,optitrack_world,0.4178087928915583,0.0853563222108412,-0.12322171808045052,0.19274443980177272,0.6898347851861497,-0.6796309347731395,0.15836458749375817
1705591980.250603,178772,1705591980,250312205,optitrack_world,0.41774730855470843,0.08537125397095749,-0.1232415035123439,0.19302497167999608,0.6895967801830649,-0.6798182650695705,0.1582553871022584
1705591980.2607973,178773,1705591980,260494612,optitrack_world,0.4176810341334756,0.08538307942596213,-0.12327638970588216,0.19351988168973502,0.6894041339998334,-0.6799023266308095,0.1581291296907147
1705591980.2709773,178774,1705591980,270677830,optitrack_world,0.4176226647862536,0.08536971279362285,-0.12335584654344983,0.19401743350872297,0.6892770168891528,-0.6798314672444707,0.15837804654468146
1705591980.2812052,178775,1705591980,280859853,optitrack_world,0.4176226647862536,0.08536971279362285,-0.12335584654344983,0.19401743350872297,0.6892770168891528,-0.6798314672444707,0.15837804654468146
1705591980.2913795,178776,1705591980,291046247,optitrack_world,0.417533054291563,0.08525640030909064,-0.12357717656141451,0.1941155978326108,0.689529414878351,-0.679296189564035,0.1594522108325555
1705591980.301497,178777,1705591980,301246858,optitrack_world,0.41738080705506386,0.08528882222632699,-0.12364742604162832,0.19399509474284957,0.6897624083007515,-0.6792467826311652,0.15880028840046478
1705591980.311553,178778,1705591980,311354339,optitrack_world,0.41738080705506386,0.08528882222632699,-0.12364742604162832,0.19399509474284957,0.6897624083007515,-0.6792467826311652,0.15880028840046478
1705591980.3218331,178779,1705591980,321490867,optitrack_world,0.4158464374936752,0.08553526095966052,-0.12422641138335527,0.19777641873979812,0.6904733944127708,-0.6790423910989453,0.1517643268004495
1705591980.3319776,178780,1705591980,331636991,optitrack_world,0.4158464374936752,0.08553526095966052,-0.12422641138335527,0.19777641873979812,0.6904733944127708,-0.6790423910989453,0.1517643268004495
1705591980.3421166,178781,1705591980,341825862,optitrack_world,0.4154142551824273,0.08564371134684762,-0.12418982839666597,0.19777152920229948,0.6900427858331303,-0.6798270097314062,0.15020856432404664
1705591980.3522072,178782,1705591980,351962449,optitrack_world,0.41491184439107337,0.08568723749039897,-0.12433894950986811,0.19671575327034874,0.6898006130321581,-0.6804719812635783,0.14978621228590613
1705591980.3625443,178783,1705591980,362170945,optitrack_world,0.41491184439107337,0.08568723749039897,-0.12433894950986811,0.19671575327034874,0.6898006130321581,-0.6804719812635783,0.14978621228590613
1705591980.3726962,178784,1705591980,372354133,optitrack_world,0.41553150403384115,0.08528123025745186,-0.1248006248015053,0.19199877516227928,0.691901305180399,-0.6785833042224966,0.15470537630064268
