Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
1702569290.9922788,410573,1702569290,991948963,optitrack_world,0.5343780801969581,0.0838608485820999,-0.26303468558006404,0.6788201457139498,0.24762540055406507,-0.21187828062061617,0.6580216295643954
1702569291.0022526,410574,1702569291,2028449,optitrack_world,0.534509468537919,0.08383822404279812,-0.2633654986516058,0.6787414823959459,0.2486239697543731,-0.2124246370724312,0.6575499184876965
1702569291.0123162,410575,1702569291,12105710,optitrack_world,0.5346080262853953,0.08385976666350305,-0.2636457270163747,0.6784554689451995,0.24926916976038094,-0.21300874870493672,0.6574118424857259
1702569291.0225213,410576,1702569291,22184374,optitrack_world,0.534188062145474,0.0839322471596288,-0.2641794806169765,0.6792557282364483,0.24875915150855568,-0.2149939538950861,0.6561311911403643
1702569291.0325406,410577,1702569291,32261146,optitrack_world,0.5347154113779083,0.08384253449653438,-0.2645600239872298,0.6790898374388228,0.2502089353352287,-0.21327784030632424,0.656311697442606
1702569291.042695,410578,1702569291,42337440,optitrack_world,0.5347154113779083,0.08384253449653438,-0.2645600239872298,0.6790898374388228,0.2502089353352287,-0.21327784030632424,0.656311697442606
1702569291.052678,410579,1702569291,52416239,optitrack_world,0.5349516661547139,0.08391227799312725,-0.2654907522448775,0.6786013629395107,0.25181115808542304,-0.21447777698367368,0.6558129413639671
1702569291.0627487,410580,1702569291,62494842,optitrack_world,0.5349138506718633,0.0840834556058701,-0.26565095739598327,0.6771526316411295,0.25155317102306796,-0.2170599235424685,0.6565594452914907
1702569291.0728798,410581,1702569291,72571131,optitrack_world,0.5349138506718633,0.0840834556058701,-0.26565095739598327,0.6771526316411295,0.25155317102306796,-0.2170599235424685,0.6565594452914907
1702569291.0828776,410582,1702569291,82649692,optitrack_world,0.534928966580373,0.0844329249830262,-0.2661080772998031,0.6748418764582421,0.2506721618443256,-0.22010923451296566,0.6582581818228522
1702569291.092989,410583,1702569291,92726048,optitrack_world,0.5351094006871805,0.08433141603027546,-0.26671900129553827,0.675352118633173,0.25099503546887236,-0.21932944513270594,0.6578720259483933
1702569291.1031032,410584,1702569291,102800044,optitrack_world,0.5353569044495192,0.08422269029876368,-0.26723368667238995,0.675332089261675,0.25205016827080146,-0.21869656589745012,0.6576998509599831
1702569291.1131449,410585,1702569291,112873987,optitrack_world,0.5354230149521148,0.08428110819222072,-0.26768168874028253,0.6752874240082063,0.2523523211253126,-0.22011889990660463,0.6571551345785365
1702569291.123292,410586,1702569291,122962910,optitrack_world,0.5354230149521148,0.08428110819222072,-0.26768168874028253,0.6752874240082063,0.2523523211253126,-0.22011889990660463,0.6571551345785365
1702569291.1333482,410587,1702569291,133039805,optitrack_world,0.5355134120997619,0.08402465103999193,-0.26840953760307296,0.675678180943389,0.25266481262843465,-0.21950960697611183,0.6568371340763733
1702569291.1434338,410588,1702569291,143114188,optitrack_world,0.5358103949345148,0.08379222071556772,-0.2690269437674002,0.6759197343974813,0.2540311684871666,-0.21914043604043798,0.6561845375967722
1702569291.153513,410589,1702569291,153188252,optitrack_world,0.536051563134982,0.08377262125990924,-0.26992213077124144,0.6758429498696358,0.2539002861226253,-0.21941903307272345,0.6562211820291914
1702569291.1635845,410590,1702569291,163262596,optitrack_world,0.5361641490871081,0.083801180223704,-0.2703362278070179,0.6755773494436644,0.2536222353451466,-0.21958362488058794,0.6565470572179158
1702569291.173616,410591,1702569291,173339099,optitrack_world,0.5363984772684549,0.08364367392468716,-0.27091707814510907,0.6759441903408159,0.2541617820635079,-0.21908297954908576,0.6561279510542861
1702569291.1836894,410592,1702569291,183413390,optitrack_world,0.5364635899932714,0.08365576062382256,-0.2713024291631733,0.6760839164545576,0.2542235098701145,-0.21999883624930958,0.6556534580018137
1702569291.1937213,410593,1702569291,193491508,optitrack_world,0.5364466433571462,0.08396891434044823,-0.2714403755535241,0.6750955669801604,0.2534542247288831,-0.22188831291905214,0.6563326199426275
1702569291.203891,410594,1702569291,203564781,optitrack_world,0.5364466433571462,0.08396891434044823,-0.2714403755535241,0.6750955669801604,0.2534542247288831,-0.22188831291905214,0.6563326199426275
1702569291.2139235,410595,1702569291,213636059,optitrack_world,0.5366804734694358,0.0838851978559687,-0.2718278757200672,0.6747760572823968,0.2544186073580091,-0.22215138579793733,0.6561990601459978
1702569291.2240298,410596,1702569291,223708483,optitrack_world,0.5368901847430549,0.08379547133890193,-0.27224256774676814,0.6747418691466663,0.2553613533141422,-0.22220978285832801,0.6558481544199753
1702569291.2340503,410597,1702569291,233779351,optitrack_world,0.5370422663822353,0.08400294865853367,-0.27263008826393254,0.674004010667014,0.25478521383959013,-0.22429539255271114,0.6561209227673808
1702569291.2441778,410598,1702569291,243849968,optitrack_world,0.5371994150089282,0.08395155855168183,-0.2729075274527511,0.6742730776403053,0.25443773089461447,-0.2238342633292239,0.656136784844848
1702569291.2542398,410599,1702569291,253920938,optitrack_world,0.5373222788132986,0.08392629495413137,-0.2732107290714699,0.6749343039618674,0.2540994064270093,-0.2230692822898095,0.6558485132160174
1702569291.264278,410600,1702569291,263992136,optitrack_world,0.5374357220711304,0.08385087315920538,-0.27356109271139334,0.6755241699285508,0.253963251294167,-0.22228137829131225,0.6555614019291807
1702569291.2743504,410601,1702569291,274063247,optitrack_world,0.537504214621458,0.0838122601393804,-0.2738891783948142,0.6760638864134809,0.2539535530136835,-0.22239537062745945,0.6549698569573269
