timestamp,x,y,z
1705512399727188110,0.3959919339344039,-0.06581699167914876,0.1649403588537041
1705512399729139804,0.3960568669774093,-0.06579321484882125,0.1649408558367397
1705512399731181621,0.39624036470793145,-0.06578113167628281,0.16496608026854248
1705512399735324144,0.39640756639380714,-0.06577915294269986,0.16497861292495883
1705512399737225055,0.39640756639380714,-0.06577915294269986,0.16497861292495883
1705512399741297006,0.3966727884777607,-0.06580991601494136,0.16500622724663963
1705512399743340969,0.3967834076247552,-0.06579100688910013,0.1650413981103311
1705512399745359897,0.3968436830335156,-0.06576523538355317,0.16503244335177925
1705512399749109506,0.3969295664641817,-0.06578358953006087,0.16502428841400163
1705512399751318216,0.3971041209081407,-0.06576480231656283,0.16503917322280132
1705512399753324508,0.3972018242348243,-0.06575901393113341,0.16505090685820495
1705512399757299184,0.39736357456506727,-0.06573375813982277,0.16507511983722786
1705512399759276866,0.39746532194831674,-0.06574943875553242,0.16507920835813134
1705512399761311054,0.3975174398430336,-0.06575259524372176,0.16510866827081855
1705512399763264179,0.3975938750593225,-0.06573191309489437,0.16507502665589976
1705512399765295505,0.39769782706992207,-0.06573729419670557,0.1651043679269981
1705512399769304513,0.3978620935729076,-0.06574378395324401,0.16509165534730424
1705512399771337509,0.39794578675290576,-0.06573670570661871,0.16510846142524999
1705512399773138284,0.39794578675290576,-0.06573670570661871,0.16510846142524999
1705512399777188777,0.39821258541492177,-0.06571535910386797,0.16513920630374246
1705512399783108234,0.3983935987264746,-0.06569314898730125,0.16515636588690377
1705512399785104036,0.3984661200577722,-0.06571338729559852,0.16514816076898892
1705512399787131309,0.39858323699839276,-0.06569050055361114,0.16519451518732187
1705512399791244268,0.39872282187888264,-0.06569821231983143,0.16519787551573856
1705512399793266534,0.39892235319005215,-0.0656658496347814,0.1652250293305378
1705512399795162916,0.39892235319005215,-0.0656658496347814,0.1652250293305378
1705512399799150228,0.3990784302441082,-0.06568373033034342,0.16521728923224865
1705512399801292181,0.39924680721766465,-0.06568608300443073,0.1652318609312716
1705512399803339958,0.39932952087041484,-0.06566119098076113,0.16523736070761588
1705512399807312965,0.39951208258594206,-0.06564666866628557,0.1652762077792375
1705512399809126615,0.39951208258594206,-0.06564666866628557,0.1652762077792375
1705512399813134670,0.39968109595030854,-0.0656637580429074,0.16527455887030124
1705512399815179586,0.3997597383890813,-0.06566213190811174,0.1652804626761469
1705512399817311286,0.39996070591660654,-0.06561122547260524,0.16531697510995064
1705512399821159124,0.4000278261469702,-0.06564357514078134,0.165306084110232
1705512399823327302,0.4002017989025606,-0.06563833225480062,0.1653314610218826
1705512399825210571,0.4002017989025606,-0.06563833225480062,0.1653314610218826
1705512399829205274,0.40045413658905976,-0.0656345610252771,0.16534827957739565
1705512399831181049,0.4005240642844387,-0.06563103556714332,0.16537622683544476
1705512399833132028,0.4005240642844387,-0.06563103556714332,0.16537622683544476
1705512399837287187,0.4007860603724174,-0.06561531896800793,0.16541638450258633
1705512399839215755,0.4007860603724174,-0.06561531896800793,0.16541638450258633
1705512399843565464,0.4010456537693241,-0.06562263762886497,0.16544373230598425
1705512399845186233,0.4010456537693241,-0.06562263762886497,0.16544373230598425
1705512399849094629,0.40123080238693043,-0.06562421001699062,0.16546795622549737
1705512399851301431,0.401315804278689,-0.06562399165073263,0.1654749385661784
1705512399853159904,0.40141988657476235,-0.06559041295765333,0.16552522440567036
1705512399857289075,0.4016428160445212,-0.06558799691856579,0.1655113641478835
1705512399859178543,0.4016428160445212,-0.06558799691856579,0.1655113641478835
1705512399861207246,0.401760862700776,-0.06558049519675198,0.1655478805953449
1705512399865232467,0.4019811123075603,-0.06558743798137934,0.1655389644791773
1705512399867341518,0.4020778139616285,-0.06558085149697705,0.16557685539265551
1705512399871440172,0.40225589294926095,-0.06557730614918267,0.16556155509403456
1705512399873520851,0.4023578570281822,-0.06556738778167692,0.16559680747364325
1705512399877289295,0.40251841328451404,-0.06556619620637699,0.16558476678251588
1705512399879187822,0.40251841328451404,-0.06556619620637699,0.16558476678251588
1705512399881302595,0.40261058363361674,-0.06555706527382693,0.16565406804093755
1705512399885331392,0.40285575437154986,-0.06553643487138316,0.16565033624412662
1705512399887379884,0.4029539906554509,-0.0655265492492614,0.165668707185798
1705512399891312837,0.40313682136946727,-0.06552500277271307,0.1656929370457175
1705512399893197774,0.40313682136946727,-0.06552500277271307,0.1656929370457175
1705512399895186662,0.4031999167576086,-0.06553170735255257,0.16568077261334796
1705512399899361610,0.4034580941678064,-0.06553527117192114,0.16570493900230945
1705512399901251792,0.4035649194237306,-0.06551638975344368,0.1657313786571339
1705512399903204917,0.4035649194237306,-0.06551638975344368,0.1657313786571339
1705512399907176017,0.4037319918663126,-0.06552668409706335,0.16576252196785574
1705512399909216165,0.4038287351819617,-0.06551100137356478,0.16575972358922353
1705512399913287401,0.40409506262607336,-0.06550182065843356,0.16581552562387328
1705512399915487766,0.4041862747743858,-0.0654793370142276,0.16581287811400788
1705512399919272184,0.4043672336991578,-0.06550060397030649,0.16585586876415584
1705512399921181678,0.4043672336991578,-0.06550060397030649,0.16585586876415584
