Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,wrench.force.x,wrench.force.y,wrench.force.z,wrench.torque.x,wrench.torque.y,wrench.torque.z
1671120606.8845246,28416,1671120606,702479952,panda_K,-0.30879073877921664,-0.29225048770691964,-1.4302369987873413,0.04965056341226751,-0.10466071573536903,-0.0505434014471636
1671120606.884529,28417,1671120606,705188039,panda_K,-0.3118917643660676,-0.291703730046638,-1.4273483717278141,0.04922701472349513,-0.10449809978106264,-0.04917013906383585
1671120606.8845365,28418,1671120606,707199645,panda_K,-0.31025260205139793,-0.29336081491442645,-1.4234595694394763,0.04833884897310498,-0.10532730058243343,-0.04828253929272144
1671120606.884541,28419,1671120606,709231351,panda_K,-0.30270194930212874,-0.29248276427319186,-1.4176136019951553,0.04819072385623085,-0.1077092837485332,-0.04744083479092551
1671120606.8845465,28420,1671120606,711232072,panda_K,-0.29280919703021063,-0.2964343627135699,-1.4135350064188552,0.046771377466296865,-0.11068984059376558,-0.04662248620546544
1671120606.8845515,28421,1671120606,713250369,panda_K,-0.2901536815821354,-0.2998937027528759,-1.4200898403606776,0.045803979061110174,-0.11168620619816819,-0.045965144875220056
1671120606.884557,28422,1671120606,716214583,panda_K,-0.3029607388675655,-0.3095652791146769,-1.4234071391064773,0.042989311451962345,-0.10874653347673106,-0.04539291898417538
1671120606.8845618,28423,1671120606,718229171,panda_K,-0.30162438190920177,-0.3096724646562168,-1.4171979326002238,0.04278334323982089,-0.10933307227048938,-0.04522993688616227
1671120606.8845668,28424,1671120606,720235024,panda_K,-0.29596218834588606,-0.3133371923644282,-1.417643923533838,0.04178915640893172,-0.11088633014414209,-0.045185042075342643
1671120606.88457,28425,1671120606,723553617,panda_K,-0.29907091347529025,-0.3098302852629823,-1.4234420926374234,0.0429322505585472,-0.11007442527796754,-0.04528802098645669
1671120606.8845744,28426,1671120606,726225039,panda_K,-0.3013734892841637,-0.30720789415748123,-1.430570773119904,0.04402663368578245,-0.10933510243190517,-0.04580700916950103
1671120606.8845868,28427,1671120606,728237979,panda_K,-0.30366792294806183,-0.2995144324589389,-1.428673003258166,0.046242037161067,-0.10870268509078956,-0.04616689506671263
1671120606.884593,28428,1671120606,731254238,panda_K,-0.2985918064466665,-0.29978347607140576,-1.4200568426751954,0.04619294611495117,-0.10978973467410376,-0.0468134327980006
1671120606.8845975,28429,1671120606,734218842,panda_K,-0.30061187453605426,-0.30270167282328714,-1.416946820530098,0.04544190114500787,-0.10889919363378653,-0.04745176458253924
1671120606.8846037,28430,1671120606,736235168,panda_K,-0.30797079583804093,-0.3010107820596297,-1.4221362370622619,0.04612374759927683,-0.10669769176834709,-0.047873319764434076
1671120606.884609,28431,1671120606,739196189,panda_K,-0.3011389570898365,-0.29401738666091526,-1.4174373368726492,0.048221657122592375,-0.10798000935818719,-0.048611613615116206
1671120606.8846147,28432,1671120606,741228596,panda_K,-0.301284419887851,-0.2963842317254489,-1.423599710546144,0.0478661906050046,-0.10750061749353207,-0.049152136539022895
1671120606.8846219,28433,1671120606,743293410,panda_K,-0.3016647357901287,-0.303051841377423,-1.4266948262105106,0.0462250177141595,-0.10698893313623824,-0.049731215549855094
1671120606.8846252,28434,1671120606,746256728,panda_K,-0.29382645987082395,-0.2975118266730282,-1.4214547147147543,0.04786323649605499,-0.10859974479000442,-0.050530631301094864
1671120606.8846304,28435,1671120606,749180831,panda_K,-0.3000818830103664,-0.2976582456003225,-1.4279385640748277,0.0481197334213563,-0.10663862507546093,-0.05107645894584322
1671120606.8846366,28436,1671120606,751248808,panda_K,-0.3058961661177646,-0.30092018339576987,-1.4362014967509964,0.04753407691630836,-0.10505267115925987,-0.05121928323598952
1671120606.8846428,28437,1671120606,754249682,panda_K,-0.29937498950336827,-0.28895010837294155,-1.4289760304156858,0.05099163705575572,-0.1069204171416137,-0.051208690339567736
1671120606.8846543,28438,1671120606,756251401,panda_K,-0.30394628065006424,-0.2937257608920666,-1.4371478003444296,0.05002895122132475,-0.1056543687861768,-0.051149723326637815
1671120606.8851721,28439,1671120606,758270833,panda_K,-0.30763860368520346,-0.2942849555150162,-1.4345942297829946,0.050026823124126506,-0.1047804281697206,-0.050910517403406665
1671120606.885176,28440,1671120606,760377822,panda_K,-0.30981449300716624,-0.2915275181554343,-1.4280983998962233,0.05091327848442009,-0.10440804361392686,-0.050476647575047905
1671120606.8851807,28441,1671120606,763184192,panda_K,-0.30897609996731806,-0.29013685951552115,-1.4313822535997982,0.051689334012299415,-0.10500471757687738,-0.049601697393427756
1671120606.8851862,28442,1671120606,765191782,panda_K,-0.3099514160313307,-0.2924214353966924,-1.4340992733903897,0.0511418785128439,-0.10515244610967173,-0.048846528956414816
1671120606.8851914,28443,1671120606,767201040,panda_K,-0.314518852681275,-0.2953663343031238,-1.4397814070795458,0.05034632847193265,-0.1044432214357637,-0.04801501524304514
1671120606.8851972,28444,1671120606,769234047,panda_K,-0.31155468347157816,-0.2916803814269005,-1.4386482852411613,0.051222714008272774,-0.10580722456715835,-0.047169539890877146
1671120606.8852024,28445,1671120606,772232152,panda_K,-0.3048458446823649,-0.29081461148430143,-1.4309986506819614,0.05104553569419825,-0.10838777446324077,-0.045890500417144986
1671120606.8852081,28446,1671120606,775189672,panda_K,-0.29494475781282503,-0.2940036014017561,-1.4314887427881278,0.04984748575796643,-0.11167642005957816,-0.0446368719691414
1671120606.8852112,28447,1671120606,777193919,panda_K,-0.28082048065542703,-0.2915552364451257,-1.4309718386544437,0.050334938021322224,-0.11574116443359206,-0.04387115122770459
1671120606.885217,28448,1671120606,782670533,panda_K,-0.28054282171826284,-0.2933820807725358,-1.4368202679638469,0.04985921936203025,-0.1159336564510293,-0.0435088495735597
1671120606.8852208,28449,1671120606,785229150,panda_K,-0.2877907288257183,-0.30797697179525385,-1.4389360122654515,0.04534363825908273,-0.11465228607155885,-0.04142188306666733
1671120606.8852255,28450,1671120606,788231251,panda_K,-0.290887993675376,-0.30711201831212714,-1.4359213068382328,0.0452528828331007,-0.1139573828530105,-0.040825435633995474
1671120606.8852324,28451,1671120606,791202173,panda_K,-0.2770004668292347,-0.30866719347554666,-1.432189503967334,0.044488060378112745,-0.11762775199258768,-0.04030584497981315
1671120606.8852432,28452,1671120606,794228857,panda_K,-0.26869567117710375,-0.30631935809983335,-1.4248127324446411,0.04482870160896412,-0.11994907359770192,-0.039994367043297625
1671120606.88525,28453,1671120606,796289942,panda_K,-0.2757235899012252,-0.31420500091709563,-1.4315728372552645,0.04265599645605516,-0.1182687309450291,-0.03971187561032302
1671120606.8852587,28454,1671120606,799190322,panda_K,-0.2927829578235082,-0.33103918748778455,-1.452397463794135,0.03818156415911247,-0.11402249978044858,-0.03923480234937424
1671120606.8852625,28455,1671120606,801215110,panda_K,-0.30326986479112605,-0.33313743633048565,-1.4550686287624313,0.037513731483171296,-0.11151817094377589,-0.03897446298463705
1671120606.885268,28456,1671120606,803233188,panda_K,-0.30156613149718947,-0.3243254184486872,-1.4439036648113952,0.039617593787706844,-0.11233266123906246,-0.0386549647684842
1671120606.8856378,28457,1671120606,806207521,panda_K,-0.2975460209398729,-0.32422313931335567,-1.4395639286528976,0.03949410634109639,-0.11393609170100116,-0.037895488328946736
1671120606.8856428,28458,1671120606,808351751,panda_K,-0.29509848273877015,-0.33476346258266787,-1.446611265395594,0.036758517970696944,-0.11491432699785235,-0.03719976276785978
1671120606.8856475,28459,1671120606,811232336,panda_K,-0.2782519049267261,-0.34230378719565313,-1.4386596656163368,0.03458125840599821,-0.11997239021950629,-0.036087756816746974
1671120606.885652,28460,1671120606,814217672,panda_K,-0.28344357519903596,-0.35883573144659864,-1.4507258328961765,0.030186074478139455,-0.11917346432333323,-0.03491239911084203
1671120606.8856602,28461,1671120606,816276274,panda_K,-0.2872277803959236,-0.35594131291856984,-1.4487967218270663,0.03082775280342905,-0.11873677604441212,-0.0341188565800787
1671120606.8856642,28462,1671120606,819197645,panda_K,-0.28769890298186274,-0.3563443697172086,-1.4380036368003064,0.030184882561460957,-0.11953887462528556,-0.03284241093316271
1671120606.88567,28463,1671120606,821237749,panda_K,-0.28195381679014486,-0.3564685194780853,-1.4388120745582085,0.03003189668951922,-0.1215949790868632,-0.031995553589237766
1671120606.8856761,28464,1671120606,824228045,panda_K,-0.2703465972732616,-0.3692783448204901,-1.4497231852024577,0.02659635246206149,-0.1251829941233632,-0.031008154518112428
1671120606.8856914,28465,1671120606,826259931,panda_K,-0.2798555525713609,-0.3810485516022325,-1.4583567626541343,0.023340703694491007,-0.12307928401934114,-0.03047881515113536
1671120606.885695,28466,1671120606,828265834,panda_K,-0.28481879929607723,-0.381801841690291,-1.4576047890876849,0.02294739413652666,-0.12217788888194149,-0.030013637403911348
1671120606.8860443,28467,1671120606,831197454,panda_K,-0.28014971708755554,-0.3853707909946442,-1.4481602468433756,0.021567058977867523,-0.1235698696200082,-0.02985200697274209
1671120606.8860495,28468,1671120606,833243040,panda_K,-0.2773845365271006,-0.3800854140318868,-1.444992210277197,0.022979635664176205,-0.1241826261135809,-0.030141726515063062
1671120606.8860538,28469,1671120606,836240244,panda_K,-0.2790194446520119,-0.3760033236491928,-1.4440009559408402,0.024214763176645168,-0.12338928984727872,-0.030834695114934564
1671120606.886061,28470,1671120606,839179508,panda_K,-0.29507485759103447,-0.38144204009520266,-1.459879043340398,0.02312709127695272,-0.11843856235585146,-0.03193875924805698
1671120606.886065,28471,1671120606,841189249,panda_K,-0.2859984365335444,-0.3736134139816708,-1.4575156722519647,0.025422695562063717,-0.12029544595737594,-0.0327545426325317
1671120606.8860714,28472,1671120606,844239884,panda_K,-0.2761865948093066,-0.36711996433194416,-1.4519273987935368,0.0273790420405861,-0.12203557527862789,-0.03401416027849001
1671120606.8860784,28473,1671120606,846477818,panda_K,-0.27292038709886446,-0.3579087685732147,-1.4413083640438697,0.029814741978419348,-0.12246215181153298,-0.03479101880429262
1671120606.8863237,28474,1671120606,849180306,panda_K,-0.2817771398408327,-0.3540529111145074,-1.430431842267002,0.03062573601754439,-0.11974605740821502,-0.0355768776186185
1671120606.886327,28475,1671120606,851201828,panda_K,-0.2912117751626481,-0.35714395541889526,-1.4377011441453285,0.02997060212342598,-0.11705838936480716,-0.03600204661620129
1671120606.886333,28476,1671120606,853389653,panda_K,-0.2903052066957883,-0.36052243558422925,-1.445286440544261,0.029415110145342267,-0.11705375734396196,-0.03650096126835063
1671120606.8865216,28477,1671120606,856254022,panda_K,-0.28765801824709114,-0.36437148348104254,-1.452473163757878,0.028858153832150003,-0.1173819455985163,-0.037298964258387135
1671120606.8865256,28478,1671120606,858279715,panda_K,-0.2874188145116263,-0.36382337772978424,-1.452181962929994,0.029163185733164624,-0.11720237122092221,-0.03783597360716355
1671120606.8865337,28479,1671120606,861205541,panda_K,-0.28611412145599113,-0.3523624031085695,-1.4385884269485303,0.03209163103876329,-0.11726506176149293,-0.038471194779219814
1671120606.8867009,28480,1671120606,863232898,panda_K,-0.29378370331090065,-0.34847093811421415,-1.4351215029254742,0.033037925815687964,-0.11509597461710677,-0.03872697371934631
1671120606.8867054,28481,1671120606,866240787,panda_K,-0.2934726048380431,-0.359103162405979,-1.442721743265365,0.030252848740563054,-0.11483592890086174,-0.03890874900634382
1671120606.8868296,28482,1671120606,868327457,panda_K,-0.2915907931437112,-0.368945563741783,-1.4567032466639285,0.02783412037603502,-0.11510544682322302,-0.038898012502591346
1671120606.8868337,28483,1671120606,871188058,panda_K,-0.29116183083450703,-0.3656295867501307,-1.4577324614435083,0.02874184009854392,-0.11518236649381358,-0.0387934168056016
1671120606.8869257,28484,1671120606,873234175,panda_K,-0.29393602639169814,-0.36317213316371877,-1.4528635377600625,0.02927751533034184,-0.11450449529427054,-0.03868746978954646
1671120606.8869302,28485,1671120606,876238965,panda_K,-0.30023949199863886,-0.36145963005914045,-1.4480884005169377,0.029653350784569245,-0.11286405117012918,-0.03864956348471143
1671120606.8869853,28486,1671120606,878240153,panda_K,-0.2929539969337225,-0.35490328043868635,-1.4458096874874238,0.031611861521703775,-0.11450515515944001,-0.039000461030363996
1671120606.8869948,28487,1671120606,880242202,panda_K,-0.28733985320180494,-0.3494650082337373,-1.4466568819576684,0.03340661278465815,-0.11558284442724026,-0.03955457062001423
1671120606.887047,28488,1671120606,882282981,panda_K,-0.28150009204870724,-0.34883870175546244,-1.4442904184584708,0.03382289697865498,-0.1165975716789159,-0.040323546953389036
1671120606.8873675,28489,1671120606,885188846,panda_K,-0.2891795703084834,-0.334863270599416,-1.4401770394852211,0.03800001355362927,-0.1138569872310547,-0.0418236295855962
1671120606.8902025,28490,1671120606,888226266,panda_K,-0.29592366725207736,-0.3290208005162883,-1.443064330484299,0.04012429235771945,-0.11122145322353158,-0.04350050352139942
1671120606.8929214,28491,1671120606,891194087,panda_K,-0.2961872467617566,-0.32312535073695936,-1.438985586185385,0.04214971607547051,-0.11039278578955418,-0.04503215633913536
1671120606.896202,28492,1671120606,894221887,panda_K,-0.30812625652425485,-0.3214211421969364,-1.4448521790274418,0.04309560960062101,-0.10672322812917111,-0.046317087662286587
1671120606.8984666,28493,1671120606,896252680,panda_K,-0.30443446949216624,-0.31157939570278426,-1.4464694932287188,0.046069681610286455,-0.10743158783823152,-0.047027391977156364
1671120606.9001057,28494,1671120606,898265231,panda_K,-0.2925597944263071,-0.3005196704849698,-1.4360220467815672,0.04905718901148542,-0.11040366843345863,-0.047543656543922105
1671120606.902381,28495,1671120606,900292926,panda_K,-0.28760292938133697,-0.2951618346394945,-1.4275481527503049,0.05042159957523946,-0.11162986177137385,-0.04791087586232459
1671120606.9051626,28496,1671120606,903224691,panda_K,-0.2927446379534368,-0.3015333886413714,-1.4321515494274062,0.04865135787002672,-0.11013062231496369,-0.04834609835059022
1671120606.9084322,28497,1671120606,906245290,panda_K,-0.302228073621256,-0.3009115906481017,-1.4375113996598827,0.0487911833124314,-0.10781508423092603,-0.04848096633863673
1671120606.910162,28498,1671120606,908259476,panda_K,-0.30936816635132364,-0.301602058199654,-1.4394642715789896,0.04852950489295918,-0.10615966733182655,-0.04840861117334811
1671120606.9129856,28499,1671120606,911211946,panda_K,-0.30945504945146746,-0.3039947994611964,-1.4453166706213334,0.04794310856000785,-0.10646040705093242,-0.04817424462746013
1671120606.9151456,28500,1671120606,913283985,panda_K,-0.30653389935702563,-0.30166784524431367,-1.4418410002132795,0.04850738119306781,-0.10750064068000684,-0.04800359865637741
1671120606.9185607,28501,1671120606,916299297,panda_K,-0.3086083524611369,-0.31063908577855975,-1.4488593605509774,0.04619830706526587,-0.1068800568896632,-0.048049124330401025
1671120606.921256,28502,1671120606,919240071,panda_K,-0.30253093232480344,-0.3108401188776571,-1.4422065160410529,0.04601819729060005,-0.10822023754761186,-0.04820218017407784
1671120606.9240532,28503,1671120606,922229610,panda_K,-0.300746185281812,-0.3107587773972196,-1.4400740823001064,0.04598374159885349,-0.10862944617910274,-0.047912098377838046
1671120606.9262059,28504,1671120606,924237323,panda_K,-0.30105169483046923,-0.3078064354239622,-1.4300267696425204,0.0464373922666442,-0.10872767345327516,-0.04746959134848205
1671120606.92958,28505,1671120606,927504417,panda_K,-0.31082574185631595,-0.31156642586082073,-1.43205008639633,0.04517308820792169,-0.10638431035786725,-0.04652770907385148
1671120606.9323616,28506,1671120606,930247491,panda_K,-0.3144457142806512,-0.31997843766479184,-1.443846314882004,0.04291153109757504,-0.10569522468465531,-0.04521994201318709
1671120606.9340327,28507,1671120606,932255654,panda_K,-0.30741565878405597,-0.3194070796590244,-1.4401245376733791,0.042803812341847595,-0.10793839497257016,-0.04424013229515883
1671120606.9373624,28508,1671120606,935194850,panda_K,-0.28576611139487024,-0.3219751913039859,-1.4341872708305217,0.04179202062760499,-0.11436713200543214,-0.04264837036597897
1671120606.9401314,28509,1671120606,938221604,panda_K,-0.28057138640732815,-0.32305963770027923,-1.4371089858568702,0.04138839067947856,-0.11666702256207898,-0.040986646386445495
1671120606.942347,28510,1671120606,940233744,panda_K,-0.2867640643331404,-0.3255777511195176,-1.4341150234929338,0.04045604787646998,-0.11580977315658285,-0.039850353985225594
1671120606.9451287,28511,1671120606,943200692,panda_K,-0.2938097153611446,-0.3330131992938279,-1.4413412323872605,0.03832379285425209,-0.1149224832717943,-0.03828960025289781
1671120606.947903,28512,1671120606,946181720,panda_K,-0.2800046648369803,-0.33321409379323275,-1.4445782698094318,0.03829018575928277,-0.11927164295786126,-0.03688541475405166
1671120606.9501002,28513,1671120606,948205694,panda_K,-0.2777400430758206,-0.32712060452198455,-1.440819937496305,0.039841773991689006,-0.12042051899361682,-0.03598813143904819
1671120606.9523408,28514,1671120606,950222865,panda_K,-0.2766343768319756,-0.3246497110637068,-1.436594928248511,0.04034407900329762,-0.12122585608112377,-0.03512695096895613
1671120606.954583,28515,1671120606,952341793,panda_K,-0.2856684511139273,-0.33261246492639324,-1.4439132778634485,0.03815208077571765,-0.11929994745292363,-0.034266752996531084
1671120606.9573355,28516,1671120606,955233732,panda_K,-0.2920630420636363,-0.32985398430148183,-1.4422330509283339,0.03869199610016401,-0.11846285485622679,-0.032967356823641
1671120606.9601057,28517,1671120606,958216029,panda_K,-0.2945412356161486,-0.3374204507880508,-1.4411498802083327,0.03637535797598293,-0.11843834083875746,-0.031792210946744004
1671120606.9634335,28518,1671120606,961203291,panda_K,-0.2833758366801183,-0.34577916818238247,-1.4483118479157429,0.03408527315447068,-0.12157505288016433,-0.030837965079752176
1671120606.9661872,28519,1671120606,964244239,panda_K,-0.2761902388474367,-0.3493198839994841,-1.452615825537325,0.03315653458267681,-0.12331841549979505,-0.03060747756632715
1671120606.9689994,28520,1671120606,967229691,panda_K,-0.2946535529998423,-0.35569577631213806,-1.4535219385289992,0.03132577623849615,-0.11821861764420598,-0.031015036701240076
1671120606.9723306,28521,1671120606,970215569,panda_K,-0.29732277468879686,-0.3513843474573459,-1.4541803586671527,0.032515581340494815,-0.1171717876006173,-0.031731957896203686
1671120606.9739647,28522,1671120606,972235674,panda_K,-0.2862266420381499,-0.34622290883926976,-1.4459958290053794,0.03378824744358694,-0.11977391437124923,-0.032475808050555055
1671120606.977381,28523,1671120606,975247565,panda_K,-0.2999329002378191,-0.35040993827450156,-1.4447868175231962,0.03240068260274455,-0.1155178801910868,-0.03390191620001615
1671120606.9800928,28524,1671120606,978193470,panda_K,-0.34496920216746935,-0.4454890855493913,-1.5381868736226134,0.00771408776563887,-0.10180534076115125,-0.03558480285082839
1671120606.9822283,28525,1671120606,980203381,panda_K,-0.36335049252845414,-0.48756570039438984,-1.5795609634295484,-0.0032378490486211046,-0.0958734598779924,-0.03676371075733475
1671120606.9855664,28526,1671120606,983559454,panda_K,-0.3669108612683036,-0.49227135190412724,-1.585550211003591,-0.004468747591936863,-0.0945598635210523,-0.03735486617776351
1671120606.9884334,28527,1671120606,986197308,panda_K,-0.33296138042724566,-0.4192547228597633,-1.5179278149292323,0.014548724730979228,-0.10296027473263158,-0.040218390756683556
1671120606.9900887,28528,1671120606,988266691,panda_K,-0.3185654436723973,-0.38992770468560695,-1.4829542936849496,0.0221088175737892,-0.10670742216420766,-0.041347373227471514
1671120606.9934034,28529,1671120606,991222076,panda_K,-0.31568503788219726,-0.3503542913823715,-1.4468640462990923,0.032529006658581334,-0.10735894576306701,-0.04300022719159717
1671120606.9950435,28530,1671120606,993305491,panda_K,-0.3175555730705081,-0.3363997798092623,-1.434732601510864,0.036278808846919926,-0.10657687758692025,-0.044040385031551575
1671120606.997339,28531,1671120606,995526973,panda_K,-0.3172334302527899,-0.33301375748637746,-1.432032526871578,0.03723143288290454,-0.10643954197163896,-0.04450525732381675
1671120607.0000184,28532,1671120606,998180348,panda_K,-0.29486821278886766,-0.3082518966320553,-1.4118899457830036,0.0440919026032983,-0.11137198496301712,-0.04603634322979495
1671120607.0022814,28533,1671120607,188103,panda_K,-0.28534870672726853,-0.29724869345967503,-1.4031919515852653,0.04718646771131958,-0.11344207318584144,-0.04669322738842723
1671120607.0039432,28534,1671120607,2195341,panda_K,-0.2933630915193268,-0.2956147007238126,-1.4047673542625254,0.04783051726171297,-0.11094983125350444,-0.04729774667947579
1671120607.00615,28535,1671120607,4225452,panda_K,-0.2941763065388973,-0.29691606792287084,-1.4093281521000274,0.04771539526561312,-0.1102924488483662,-0.047853797917207244
1671120607.0083685,28536,1671120607,6229461,panda_K,-0.300900903495429,-0.29575172820159623,-1.4109699053238016,0.04811811012765797,-0.10827445988056353,-0.048282465813659914
1671120607.0111084,28537,1671120607,9217133,panda_K,-0.3057083886281693,-0.2985627389794464,-1.409165381813813,0.04726678303794987,-0.10667420870679267,-0.048925490387765294
1671120607.013324,28538,1671120607,11259330,panda_K,-0.303942979951421,-0.2929242299244631,-1.401981429943027,0.04862144036865832,-0.10706407171906882,-0.04930625686238481
1671120607.0160902,28539,1671120607,14174260,panda_K,-0.30177211674735205,-0.29671167498108336,-1.4026896444313721,0.04743128421489886,-0.10747508519064536,-0.049789571345811114
1671120607.0183172,28540,1671120607,16194100,panda_K,-0.30011525065419564,-0.2946538442663516,-1.4069548408435177,0.04801967109375489,-0.10774511735256313,-0.05018169361023546
1671120607.0210857,28541,1671120607,19227252,panda_K,-0.28916923903549496,-0.29093936173237944,-1.3998365755335174,0.048816498711783576,-0.11043959422607458,-0.05073636056610013
1671120607.0233407,28542,1671120607,21230512,panda_K,-0.2927887806786571,-0.29377119327316525,-1.3979537119548389,0.04790623887541704,-0.10939647460093838,-0.051068920813820425
1671120607.0250514,28543,1671120607,23306720,panda_K,-0.30510237354826997,-0.2998664098919188,-1.4036498590031228,0.04626716188304208,-0.1060522354632724,-0.051388074523168265
1671120607.0283954,28544,1671120607,26189523,panda_K,-0.31357955807109444,-0.3078473716768045,-1.4176052667603753,0.04436856867632997,-0.10369186180012818,-0.05173567202082521
1671120607.0300553,28545,1671120607,28199407,panda_K,-0.3109305977853175,-0.3117067571738954,-1.4194830773569451,0.04337706322596773,-0.10433204913384518,-0.05187901523179534
1671120607.0333169,28546,1671120607,31254450,panda_K,-0.30937105345911897,-0.31070723200397704,-1.4134598558102236,0.04356453827612928,-0.10481211646579318,-0.05198587115879656
1671120607.0361009,28547,1671120607,34182355,panda_K,-0.3049513285871032,-0.30483920931856257,-1.4066470996286975,0.04516098506624377,-0.1063630167537212,-0.05177897070849069
1671120607.0383918,28548,1671120607,36193106,panda_K,-0.30950812793061044,-0.3111399570455051,-1.4161510553869576,0.043669198553762736,-0.10552418148073132,-0.05147310273676852
1671120607.040587,28549,1671120607,38368038,panda_K,-0.31539345239753247,-0.31888428976114835,-1.426639009072362,0.041742969553351855,-0.1044670708567066,-0.05102926251738411
1671120607.0433452,28550,1671120607,41225355,panda_K,-0.30713641704856415,-0.3194678137410659,-1.4278479283044985,0.041566736868482106,-0.10745308091935221,-0.050228477225476034
1671120607.0449936,28551,1671120607,43243771,panda_K,-0.30458621733906643,-0.32097036961310477,-1.426501771490766,0.04108632472341649,-0.10851534273484843,-0.04980760367153966
