Time,bools,ints,strs,doubles,groups
1671120606.8840368,"[name: ""execution_duration_monitoring""
value: True, name: ""wait_for_trajectory_completion""
value: True]",[],[],"[name: ""allowed_execution_duration_scaling""
value: 1.2, name: ""allowed_goal_duration_margin""
value: 0.5, name: ""execution_velocity_scaling""
value: 1.0, name: ""allowed_start_tolerance""
value: 0.01]","[name: ""Default""
state: True
id: 0
parent: 0]"
