Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,name,position_0,position_1,position_2,position_3,position_4,position_5,position_6,velocity_0,velocity_1,velocity_2,velocity_3,velocity_4,velocity_5,velocity_6,effort_0,effort_1,effort_2,effort_3,effort_4,effort_5,effort_6
1671120606.8839262,28387,1671120606,631224920,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-2.20122383466269,-0.030901616525839923,2.3838574223768214,-1.913908872353403,0.11934143219756628,2.0391275948383987,-0.5678322675233327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1671120606.8839319,28388,1671120606,634289677,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-2.20122383466269,-0.030901616525839923,2.3838574223768214,-1.913908872353403,0.11934143219756628,2.0391275948383987,-0.5678322675233327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1671120606.8839364,28389,1671120606,636363747,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-2.20122383466269,-0.030901616525839923,2.3838574223768214,-1.913908872353403,0.11934143219756628,2.0391275948383987,-0.5678322675233327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1671120606.8839414,28390,1671120606,639193754,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-2.20122383466269,-0.030901616525839923,2.3838574223768214,-1.913908872353403,0.11934143219756628,2.0391275948383987,-0.5678322675233327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1671120606.8839476,28391,1671120606,641199338,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-2.20122383466269,-0.030901616525839923,2.3838574223768214,-1.913908872353403,0.11934143219756628,2.0391275948383987,-0.5678322675233327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1671120606.8839526,28392,1671120606,644243351,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-2.20122383466269,-0.030901616525839923,2.3838574223768214,-1.913908872353403,0.11934143219756628,2.0391275948383987,-0.5678322675233327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1671120606.8839586,28393,1671120606,647200485,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-2.20122383466269,-0.030901616525839923,2.3838574223768214,-1.913908872353403,0.11934143219756628,2.0391275948383987,-0.5678322675233327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1671120606.884017,28394,1671120606,649202724,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-2.20122383466269,-0.030901616525839923,2.3838574223768214,-1.913908872353403,0.11934143219756628,2.0391275948383987,-0.5678322675233327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1671120606.8840244,28395,1671120606,651242851,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-2.20122383466269,-0.030901616525839923,2.3838574223768214,-1.913908872353403,0.11934143219756628,2.0391275948383987,-0.5678322675233327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1671120606.8840292,28396,1671120606,654305011,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-2.20122383466269,-0.030901616525839923,2.3838574223768214,-1.913908872353403,0.11934143219756628,2.0391275948383987,-0.5678322675233327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1671120606.8840382,28397,1671120606,657518210,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-2.20122383466269,-0.030901616525839923,2.3838574223768214,-1.913908872353403,0.11934143219756628,2.0391275948383987,-0.5678322675233327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1671120606.8840442,28398,1671120606,660252318,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-2.20122383466269,-0.030901616525839923,2.3838574223768214,-1.913908872353403,0.11934143219756628,2.0391275948383987,-0.5678322675233327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1671120606.8840492,28399,1671120606,662288040,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-2.20122383466269,-0.030901616525839923,2.3838574223768214,-1.913908872353403,0.11934143219756628,2.0391275948383987,-0.5678322675233327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1671120606.8840559,28400,1671120606,664293331,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-2.20122383466269,-0.030901616525839923,2.3838574223768214,-1.913908872353403,0.11934143219756628,2.0391275948383987,-0.5678322675233327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1671120606.8840618,28401,1671120606,667211317,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-2.20122383466269,-0.030901616525839923,2.3838574223768214,-1.913908872353403,0.11934143219756628,2.0391275948383987,-0.5678322675233327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1671120606.8840668,28402,1671120606,669262191,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-2.20122383466269,-0.030901616525839923,2.3838574223768214,-1.913908872353403,0.11934143219756628,2.0391275948383987,-0.5678322675233327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1671120606.884078,28403,1671120606,671310250,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-2.20122383466269,-0.030901616525839923,2.3838574223768214,-1.913908872353403,0.11934143219756628,2.0391275948383987,-0.5678322675233327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1671120606.8848667,28404,1671120606,674240622,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-2.20122383466269,-0.030901616525839923,2.3838574223768214,-1.913908872353403,0.11934143219756628,2.0391275948383987,-0.5678322675233327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1671120606.884871,28405,1671120606,676267010,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-2.20122383466269,-0.030901616525839923,2.3838574223768214,-1.913908872353403,0.11934143219756628,2.0391275948383987,-0.5678322675233327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1671120606.8848763,28406,1671120606,679248952,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-2.20122383466269,-0.030901616525839923,2.3838574223768214,-1.913908872353403,0.11934143219756628,2.0391275948383987,-0.5678322675233327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1671120606.8848803,28407,1671120606,682330579,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-2.20122383466269,-0.030901616525839923,2.3838574223768214,-1.913908872353403,0.11934143219756628,2.0391275948383987,-0.5678322675233327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1671120606.8848839,28408,1671120606,685210254,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-2.20122383466269,-0.030901616525839923,2.3838574223768214,-1.913908872353403,0.11934143219756628,2.0391275948383987,-0.5678322675233327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1671120606.8848886,28409,1671120606,687219306,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-2.20122383466269,-0.030901616525839923,2.3838574223768214,-1.913908872353403,0.11934143219756628,2.0391275948383987,-0.5678322675233327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
