Time,bools,ints,strs,doubles,groups
1671120606.883813,"[name: ""publish_planning_scene""
value: True, name: ""publish_geometry_updates""
value: True, name: ""publish_state_updates""
value: True, name: ""publish_transforms_updates""
value: True]",[],[],"[name: ""publish_planning_scene_hz""
value: 4.0]","[name: ""Default""
state: True
id: 0
parent: 0]"
