Time,bools,ints,strs,doubles,groups
1671120606.8847256,"[name: ""publish_planning_scene""
value: False, name: ""publish_geometry_updates""
value: True, name: ""publish_state_updates""
value: False, name: ""publish_transforms_updates""
value: False]",[],[],"[name: ""publish_planning_scene_hz""
value: 4.0]","[name: ""Default""
state: True
id: 0
parent: 0]"
