Time,bools,ints,strs,doubles,groups
1671120606.8847258,[],"[name: ""max_replan_attempts""
value: 5]",[],"[name: ""record_trajectory_state_frequency""
value: 0.0]","[name: ""Default""
state: True
id: 0
parent: 0]"
