Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,name,position_0,position_1,position_2,position_3,position_4,position_5,position_6,velocity_0,velocity_1,velocity_2,velocity_3,velocity_4,velocity_5,velocity_6,effort_0,effort_1,effort_2,effort_3,effort_4,effort_5,effort_6
1671120606.8839614,28387,1671120606,631224920,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-2.201284174080023,-0.0311047648076814,2.3838099143505986,-1.9139260907758746,0.11934342641962899,2.0391390501923032,-0.5678339049211577,1.3278908164047295e-05,0.0005424676324702588,-9.53537627356254e-05,0.0006761557831789919,0.0002526861581091169,-5.7263160054193644e-05,-0.00010532340141646006,-0.14947284758090973,24.001150131225586,-0.7354254722595215,23.095483779907227,0.563361406326294,2.3387258052825928,-0.02515929378569126
1671120606.8839672,28388,1671120606,634289677,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-2.2012841713505784,-0.03110476574538113,2.383811864114725,-1.9139260907758746,0.11934200226598315,2.0391411864227718,-0.5678330794676225,0.000313274464504747,0.000428825793798855,0.0008482102906546813,0.0010561830467866278,-0.00018886218386273082,0.0004577510197061648,0.0005678417722101704,-0.14947284758090973,24.001150131225586,-0.7631964683532715,23.095483779907227,0.576178789138794,2.3194997310638428,-0.03156798332929611
1671120606.8839717,28389,1671120606,636363747,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-2.2012825008214087,-0.031108385055125642,2.383815205017967,-1.9139301853849178,0.1193437822593583,2.039139762269126,-0.5678344997449273,0.0003248370792535716,-0.001015836653779456,0.0014906062549108522,3.633872498509001e-05,7.430054559804557e-05,-0.0001130336903157786,-0.00022234369197528914,-0.17327655851840973,24.052724838256836,-0.8108038902282715,23.123254776000977,0.569770097732544,2.3323171138763428,-0.01875060237944126
1671120606.8839767,28390,1671120606,639193754,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-2.2012825008101764,-0.031104765781298088,2.383807556107581,-1.9139281190905655,0.11934275389527096,2.0391390501923032,-0.5678330751249168,0.00021998401276129216,4.959666479958925e-05,-0.0008988121046203062,0.0001963710135433405,0.00016895146374201354,-0.0002444771891059097,0.00032971855352972363,-0.17327655851840973,24.001150131225586,-0.7116217613220215,23.123254776000977,0.569770097732544,2.3387258052825928,-0.03156798332929611
1671120606.8839824,28391,1671120606,641199338,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-2.201285841681503,-0.031108385059116415,2.3838098387789297,-1.9139280484480234,0.1193434308143473,2.0391383381154804,-0.5678353130645913,-0.000830249247252291,-0.001369986917252814,-0.0002448020598994733,0.0002728799899373911,0.00039156812740385793,-0.00042513511645447837,-0.0004412043582297206,-0.12566913664340973,24.052724838256836,-0.7354254722595215,23.123254776000977,0.563361406326294,2.3451344966888428,-0.011426382698118687
1671120606.8839865,28392,1671120606,644243351,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-2.201284171245602,-0.031106714623277038,2.383811861315774,-1.9139280399447545,0.11934271450557342,2.0391390501923032,-0.5678344992604843,-0.0001841317823242656,-0.0005193467063952457,0.00048427800808046787,0.00012209866011140383,8.964697023385914e-05,-0.00015233917609453683,-8.928357730864031e-05,-0.14947284758090973,24.028921127319336,-0.7631964683532715,23.123254776000977,0.569770097732544,2.3387258052825928,-0.01875060237944126
1671120606.883996,28393,1671120606,647200485,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-2.2012841712456,-0.031104765781446483,2.383811864045219,-1.9139297100656738,0.11934271434883449,2.0391390501923032,-0.5678353130626002,-0.00024016154905124438,0.00013483680271849765,-4.211420374613819e-05,-2.5690613865626903e-05,0.00020363937042422992,-0.00012425718064838128,-0.00014701768021198517,-0.14947284758090973,24.001150131225586,-0.7631964683532715,23.147058486938477,0.569770097732544,2.3387258052825928,-0.011426382698118687
1671120606.8840008,28394,1671120606,649202724,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-2.2012841712456,-0.031106714623277645,2.3838118641385333,-1.9139297100549066,0.11934200226665298,2.0391390501923032,-0.5678353130625977,-0.00029234245016312614,-0.0005896864758385624,0.00019782055735064423,-0.0004135600157628906,-6.77329071262682e-05,-0.00029258435459372507,-0.00015576365640684,-0.14947284758090973,24.028921127319336,-0.7631964683532715,23.147058486938477,0.576178789138794,2.3387258052825928,-0.011426382698118687
1671120606.8840094,28395,1671120606,651242851,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-2.2012841712456,-0.031110055494988173,2.38380657443536,-1.913926090776024,0.11934271434288049,2.0391390501923032,-0.5678353130625975,-0.00012992997785027827,-0.0017778487468151892,-0.0018609215834289533,0.0008370174600995339,0.00020725542669388082,-0.00020915713792128522,-0.0001596507569378866,-0.14947284758090973,24.076528549194336,-0.6878180503845215,23.095483779907227,0.569770097732544,2.3387258052825928,-0.011426382698118687
1671120606.8840175,28396,1671120606,654305011,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-2.2012808303738893,-0.031104765781446508,2.3838099153083188,-1.9139297100535664,0.11934271434280883,2.039139762269126,-0.5678300233491593,0.0006420501698182411,0.0006590332315316917,-0.00032453485919012515,-0.00059752408670865,8.662583989544925e-06,0.00012264002433505129,0.0007175193109318182,-0.19708026945590973,24.001150131225586,-0.7354254722595215,23.147058486938477,0.569770097732544,2.3323171138763428,-0.05903380364179611
1671120606.8840227,28397,1671120606,657518210,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-2.2012791599380344,-0.031103095345591244,2.3838135345860514,-1.9139333293312475,0.11934403677119158,2.0391390501923032,-0.5678308371512426,0.0009326530230260675,0.0009686190386312223,0.001110267418670762,-0.0014659607288266042,0.0003642565063672726,3.633778498816334e-05,0.00027287993482222464,-0.22088398039340973,23.977346420288086,-0.7870001792907715,23.198633193969727,0.557868242263794,2.3387258052825928,-0.05170958489179611
1671120606.8840265,28398,1671120606,660252318,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-2.2012841712456,-0.03110671462327765,2.3838099153083667,-1.9139280396177059,0.11934200226598315,2.039139403405013,-0.5678293112723364,-0.0005898102884990987,-0.0006513330183620287,-0.000568117798220359,0.0005349065148830853,-0.00040446605058253656,0.0001426328294255052,-9.569139682303836e-06,-0.14947284758090973,24.028921127319336,-0.7354254722595215,23.123254776000977,0.576178789138794,2.3387258052825928,-0.06544249504804611
1671120606.8840346,28399,1671120606,662288040,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7']",-2.201285841681455,-0.031104765781446508,2.3838097978558452,-1.9139260907758746,0.11934139191442066,2.039141225668628,-0.5678300233491593,-0.001004553841672114,0.00036013260221921524,0.000180579163266585,0.0010729541564685056,-0.00046233285697186807,0.0007754691915502246,0.00042525369262487033,-0.12566913664340973,24.001150131225586,-0.7631964683532715,23.095483779907227,0.581671953201294,2.3194997310638428,-0.05903380364179611
