timestamp,x,y,z
1705592203555647373,0.4264464246827976,-0.08334358008921947,0.3197521183258146
1705592203558620452,0.42638827967279147,-0.08329348973352815,0.31965281585181277
1705592203558847427,0.42638827967279147,-0.08329348973352815,0.31965281585181277
1705592203561443805,0.42625822901912525,-0.08312437517299091,0.31949976083457
1705592203564272880,0.4262016826636691,-0.08301107848487527,0.31938930717028335
1705592203567121505,0.4261336599102638,-0.08295223953679992,0.3193281251407759
1705592203569925546,0.42599512480020246,-0.08279233964111218,0.3190897652174684
1705592203572522163,0.4259264500212946,-0.08270955830473627,0.31902398182190006
1705592203575679540,0.42579153428616345,-0.08255803066187062,0.3187992684577655
1705592203619046211,0.4244730740987421,-0.08086382532867317,0.31686064875910136
1705592203663102626,0.42318701779098306,-0.07911169282486587,0.314951223891503
1705592203663482666,0.42310811633947804,-0.0790317399770615,0.31485799602054043
1705592203666443586,0.4230335841343864,-0.07893870734957871,0.3147599666152277
1705592203669454097,0.4229411619979095,-0.0787820949952054,0.3146359995076207
1705592203671857357,0.42287109352062285,-0.07872107660768174,0.31452026867535554
1705592203674457073,0.4228212149115719,-0.07864679252155032,0.31441660287121415
1705592203719046831,0.4215598970547032,-0.07695102785589356,0.3125662781158729
1705592203763260126,0.4202442759992859,-0.07522388994809079,0.3106192144620178
1705592203763458490,0.4202442759992859,-0.07522388994809079,0.3106192144620178
1705592203767260074,0.42012251990501376,-0.07509260577106942,0.31048193101457844
1705592203770259380,0.42007781973661085,-0.07501717914607736,0.31035557399119673
1705592203773258924,0.4199676680034816,-0.07484963594866434,0.3102085671454904
1705592203815113782,0.4188455291601959,-0.07340234054894576,0.30858820246133534
1705592203859091520,0.41765945898257684,-0.07182317149953714,0.30684289333618553
1705592203859356403,0.417627638709024,-0.07176975163818085,0.30681443182618207
1705592203863377094,0.4175033741262214,-0.07160414619326755,0.30662569608505724
1705592203866916894,0.4174730848132144,-0.07154860724854806,0.3065605720325615
1705592203906973838,0.41637965700019286,-0.07016182111024892,0.30498158104664863
1705592203955094814,0.41515302577785135,-0.06856068952325886,0.3031261110232373
1705592203955508708,0.4151124950767835,-0.06847402585051696,0.30309721170185855
1705592203958294868,0.4150638567677253,-0.06839039383125337,0.30301296231924213
