Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
1705510704.6333582,7825,1705510704,632998626,optitrack_world,0.3378806542873331,0.04899190214178257,-0.1844771722219378,-0.47777766191700405,0.5133966443952901,-0.311290989141155,0.6412880096932254
1705510704.6433785,7826,1705510704,643136485,optitrack_world,0.33784205539502066,0.04905260865580653,-0.18450466478230748,-0.47808485285938207,0.5132809009969926,-0.310984840376797,0.6413002566613836
1705510704.6535897,7827,1705510704,653336725,optitrack_world,0.3378588961800516,0.04905985101187859,-0.18446743054762893,-0.4779861338487274,0.5131464718644065,-0.3112016868944647,0.641376226824395
1705510704.6636648,7828,1705510704,663440421,optitrack_world,0.3378484127794729,0.04906236921828028,-0.18449653669404775,-0.4779715581900374,0.513346644825642,-0.31099057888391135,0.6413293004791636
1705510704.6739974,7829,1705510704,673591617,optitrack_world,0.3390359694544116,0.046837445818925336,-0.18364685704053416,-0.4715847365030689,0.5134453701706077,-0.3260658132893733,0.6384847480963335
1705510704.6840699,7830,1705510704,683721188,optitrack_world,0.3378326132688134,0.049083561158677305,-0.1844943244610226,-0.47804879212198864,0.5133074871611549,-0.3108733415422265,0.6413599157207898
1705510704.6942713,7831,1705510704,693843103,optitrack_world,0.33784273057363123,0.049033096149925626,-0.18449131895033888,-0.47799121127051764,0.5133377911662708,-0.31102388173185447,0.6413055894822116
1705510704.7042608,7832,1705510704,703965796,optitrack_world,0.33900983825241854,0.04687932432178456,-0.18368101755370533,-0.47188251294916495,0.5134074164862579,-0.3259771708211287,0.638340506918635
1705510704.7145438,7833,1705510704,714141394,optitrack_world,0.33784371208039676,0.04903062137067581,-0.18449209196141092,-0.47794511938497153,0.513378055835324,-0.3110593161363522,0.6412905242459248
1705510704.7245848,7834,1705510704,724254286,optitrack_world,0.337849365629273,0.0490633008757863,-0.1844816923238309,-0.47796064219244405,0.5132750530696724,-0.31102481779067964,0.6413781311594478
1705510704.7347004,7835,1705510704,734358940,optitrack_world,0.33783673400103836,0.049071955567565044,-0.18449113500539616,-0.47812244793207004,0.5131420391559429,-0.31116163252448514,0.6412975993086385
1705510704.7447233,7836,1705510704,744481169,optitrack_world,0.33784561600985497,0.04905631193404962,-0.18449893667150324,-0.4780383055088437,0.5133180771866038,-0.31101266330866156,0.6412917069176354
1705510704.7549734,7837,1705510704,754653878,optitrack_world,0.33785778409933326,0.049036160481107864,-0.18446669834683363,-0.477884066925971,0.5132575658053691,-0.31120687230076427,0.6413608752914517
1705510704.7651045,7838,1705510704,764767389,optitrack_world,0.3377911290550432,0.04915392138665238,-0.18445114839849583,-0.4781935725862899,0.5130330909274121,-0.31072363614750187,0.6415440567021888
1705510704.7752855,7839,1705510704,774907810,optitrack_world,0.33781099629610395,0.04913283921897662,-0.18447731990644423,-0.4780910570538378,0.513199672318825,-0.31071174047231437,0.6414929865786996
1705510704.7853105,7840,1705510704,784995137,optitrack_world,0.3378406260798452,0.04907194301591121,-0.1844820703862248,-0.47805753479714874,0.5131886361270387,-0.3110739285335008,0.6413512517805492
1705510704.7955136,7841,1705510704,795144232,optitrack_world,0.3378338003123632,0.04907899259479717,-0.18450417347146617,-0.47807393767200457,0.5133064886897625,-0.3109052688211057,0.6413264945463013
1705510704.8056698,7842,1705510704,805272403,optitrack_world,0.3378267282250734,0.04909766764582281,-0.18449489224536897,-0.4781076821297379,0.5132028514577828,-0.31090262266133656,0.6413855601480539
1705510704.8157966,7843,1705510704,815402580,optitrack_world,0.3378302120851215,0.04910117901513278,-0.18449357898463506,-0.4781137913246453,0.5131971889429526,-0.3109320323862628,0.6413712801820587
1705510704.8259084,7844,1705510704,825573688,optitrack_world,0.33782845304491205,0.04909321615258058,-0.1844937891555134,-0.47802267725066366,0.5133182261557971,-0.3108172989674999,0.6413979462026064
1705510704.8359513,7845,1705510704,835705747,optitrack_world,0.33781533731977287,0.049106528385887326,-0.18451155681720569,-0.4781921571694788,0.5132403842162979,-0.3108217883062956,0.6413317275366809
1705510704.846217,7846,1705510704,845870820,optitrack_world,0.33786194172915546,0.049023862847537646,-0.1844515452888898,-0.47780014816208444,0.5132983844899662,-0.31121935667909795,0.6413846731287934
1705510704.8563507,7847,1705510704,855991123,optitrack_world,0.3378274575803296,0.0491173040526239,-0.18448950753996712,-0.4781969126649723,0.5130849455613367,-0.31090607020640415,0.6414116984159389
1705510704.8663971,7848,1705510704,866123293,optitrack_world,0.33784143204172706,0.049057367626215515,-0.18450097864138854,-0.4781509909209035,0.5132127043710996,-0.31107489313644976,0.6412618504274261
1705510704.87655,7849,1705510704,876246887,optitrack_world,0.3378241970851292,0.049111166179889525,-0.18451978846240297,-0.4783009053005235,0.5131508855608323,-0.31085628651034103,0.6413055291932493
1705510704.8867025,7850,1705510704,886366450,optitrack_world,0.33786261990667016,0.049037799119747545,-0.18447715571711412,-0.47803491593284175,0.5131236520720566,-0.31129978292779803,0.6413105191577804
1705510704.8968983,7851,1705510704,896493385,optitrack_world,0.33786259652290385,0.04902357126398029,-0.18448787889549018,-0.4780002841017657,0.5132638426002275,-0.31120675834070366,0.6412692958819649
1705510704.9070058,7852,1705510704,906643087,optitrack_world,0.337846196212495,0.04906878118502461,-0.1844932030402859,-0.47811322110697335,0.5131513995124878,-0.31108361184515554,0.6413348387718089
